Date,Series,Amount,Serial,SN,Number,Place
19/06/2023,W-723,500000,WZ,WZ 138956,138956,IRINJALAKUDA
19/06/2023,W-723,100000,WN,WN 631429,631429,THIRUVANANTHAPURAM
19/06/2023,W-723,100000,WO,WO 216974,216974,THIRUVANANTHAPURAM
19/06/2023,W-723,100000,WP,WP 149461,149461,WAYANADU
19/06/2023,W-723,100000,WR,WR 342280,342280,PALAKKAD
19/06/2023,W-723,100000,WS,WS 330542,330542,ADOOR
19/06/2023,W-723,100000,WT,WT 628732,628732,ALAPPUZHA
19/06/2023,W-723,100000,WU,WU 986722,986722,PATHANAMTHITTA
19/06/2023,W-723,100000,WV,WV 134492,134492,CHITTUR
19/06/2023,W-723,100000,WW,WW 335520,335520,WAYANADU
19/06/2023,W-723,100000,WX,WX 535121,535121,PUNALUR
19/06/2023,W-723,100000,WY,WY 956966,956966,KOTTAYAM
19/06/2023,W-723,100000,WZ,WZ 327996,327996,CHITTUR
26/06/2023,W-724,7500000,WA,WA 237744,237744,IDUKKI
26/06/2023,W-724,500000,WC,WC 313816,313816,NEYYATTINKARA
26/06/2023,W-724,100000,WA,WA 306070,306070,GURUVAYOOR
26/06/2023,W-724,100000,WB,WB 178070,178070,KANNUR
26/06/2023,W-724,100000,WC,WC 608186,608186,PALAKKAD
26/06/2023,W-724,100000,WD,WD 195017,195017,KOLLAM
26/06/2023,W-724,100000,WE,WE 226010,226010,KANNUR
26/06/2023,W-724,100000,WF,WF 824883,824883,KOLLAM
26/06/2023,W-724,100000,WG,WG 619570,619570,KOZHIKKODE
26/06/2023,W-724,100000,WH,WH 388250,388250,ERNAKULAM
26/06/2023,W-724,100000,WJ,WJ 718480,718480,WAYANADU
26/06/2023,W-724,100000,WK,WK 873378,873378,ADIMALY
26/06/2023,W-724,100000,WL,WL 473092,473092,VAIKKOM
26/06/2023,W-724,100000,WM,WM 149278,149278,THRISSUR
03/07/2023,W-725,7500000,WO,WO 499106,499106,PAYYANUR
03/07/2023,W-725,500000,WN,WN 843681,843681,PUNALUR
03/07/2023,W-725,100000,WN,WN 605845,605845,PATHANAMTHITTA
03/07/2023,W-725,100000,WO,WO 314319,314319,CHITTUR
03/07/2023,W-725,100000,WP,WP 414006,414006,WAYANADU
03/07/2023,W-725,100000,WR,WR 439199,439199,NEYYATTINKARA
03/07/2023,W-725,100000,WS,WS 964507,964507,ADOOR
03/07/2023,W-725,100000,WT,WT 977601,977601,MOOVATTUPUZHA
03/07/2023,W-725,100000,WU,WU 570060,570060,VADAKARA
03/07/2023,W-725,100000,WV,WV 446919,446919,KANHANGAD
03/07/2023,W-725,100000,WW,WW 113552,113552,IRINJALAKUDA
03/07/2023,W-725,100000,WX,WX 236916,236916,KANNUR
03/07/2023,W-725,100000,WY,WY 932617,932617,KATTAPPANA
03/07/2023,W-725,100000,WZ,WZ 245982,245982,KOZHIKKODE
10/07/2023,W-726,7500000,WC,WC 112188,112188,PUNALUR
10/07/2023,W-726,500000,WC,WC 318012,318012,PATTAMBI
10/07/2023,W-726,100000,WA,WA 194795,194795,THRISSUR
10/07/2023,W-726,100000,WB,WB 325691,325691,MANANTHAVADY
10/07/2023,W-726,100000,WC,WC 646737,646737,THIRUVANANTHAPURAM
10/07/2023,W-726,100000,WD,WD 157498,157498,ERNAKULAM
10/07/2023,W-726,100000,WE,WE 379907,379907,ALAPPUZHA
10/07/2023,W-726,100000,WF,WF 675151,675151,CHITTUR
10/07/2023,W-726,100000,WG,WG 355239,355239,KOTTAYAM
10/07/2023,W-726,100000,WH,WH 591413,591413,KANNUR
10/07/2023,W-726,100000,WJ,WJ 396438,396438,MALAPPURAM
10/07/2023,W-726,100000,WK,WK 931974,931974,PALAKKAD
10/07/2023,W-726,100000,WL,WL 395467,395467,KASARAGOD
10/07/2023,W-726,100000,WM,WM 971706,971706,THRISSUR
17/07/2023,W-727,7500000,WU,WU 271752,271752,MANANTHAVADY
17/07/2023,W-727,500000,WX,WX 853036,853036,IRINJALAKUDA
17/07/2023,W-727,100000,WN,WN 193557,193557,KANNUR
17/07/2023,W-727,100000,WO,WO 278957,278957,PUNALUR
17/07/2023,W-727,100000,WP,WP 970723,970723,THIRUVANANTHAPURAM
17/07/2023,W-727,100000,WR,WR 640491,640491,IRINJALAKUDA
17/07/2023,W-727,100000,WS,WS 738016,738016,PAYYANUR
17/07/2023,W-727,100000,WT,WT 226560,226560,KOZHIKKODE
17/07/2023,W-727,100000,WU,WU 430556,430556,IDUKKI
17/07/2023,W-727,100000,WV,WV 783553,783553,THRISSUR
17/07/2023,W-727,100000,WW,WW 155492,155492,PALAKKAD
17/07/2023,W-727,100000,WX,WX 617854,617854,THRISSUR
17/07/2023,W-727,100000,WY,WY 982017,982017,PALAKKAD
17/07/2023,W-727,100000,WZ,WZ 602141,602141,KOZHIKKODE
24/07/2023,W-728,7500000,WC,WC 168108,168108,WAYANADU
24/07/2023,W-728,500000,WC,WC 148450,148450,PATHANAMTHITTA
24/07/2023,W-728,100000,WA,WA 320272,320272,IRINJALAKUDA
24/07/2023,W-728,100000,WB,WB 336752,336752,ERNAKULAM
24/07/2023,W-728,100000,WC,WC 816383,816383,THIRUVANANTHAPURAM
24/07/2023,W-728,100000,WD,WD 969586,969586,PATTAMBI
24/07/2023,W-728,100000,WE,WE 480041,480041,PUNALUR
24/07/2023,W-728,100000,WF,WF 391979,391979,THRISSUR
24/07/2023,W-728,100000,WG,WG 118220,118220,PUNALUR
24/07/2023,W-728,100000,WH,WH 150680,150680,ALAPPUZHA
24/07/2023,W-728,100000,WJ,WJ 470044,470044,PATHANAMTHITTA
24/07/2023,W-728,100000,WK,WK 413030,413030,IDUKKI
24/07/2023,W-728,100000,WL,WL 788577,788577,ALAPPUZHA
24/07/2023,W-728,100000,WM,WM 321886,321886,IRINJALAKUDA
31/07/2023,W-729,7500000,WV,WV 998231,998231,KOZHIKKODE
31/07/2023,W-729,500000,WU,WU 188815,188815,ERNAKULAM
31/07/2023,W-729,100000,WN,WN 150845,150845,KOLLAM
31/07/2023,W-729,100000,WO,WO 368747,368747,WAYANADU
31/07/2023,W-729,100000,WP,WP 267624,267624,THAMARASSERY
31/07/2023,W-729,100000,WR,WR 302672,302672,ERNAKULAM
31/07/2023,W-729,100000,WS,WS 167728,167728,THRISSUR
31/07/2023,W-729,100000,WT,WT 852569,852569,THIRUR
31/07/2023,W-729,100000,WU,WU 437999,437999,THRISSUR
31/07/2023,W-729,100000,WV,WV 675069,675069,THAMARASSERY
31/07/2023,W-729,100000,WW,WW 875689,875689,NEYYATTINKARA
31/07/2023,W-729,100000,WX,WX 575979,575979,PATHANAMTHITTA
31/07/2023,W-729,100000,WY,WY 968592,968592,PATHANAMTHITTA
31/07/2023,W-729,100000,WZ,WZ 468422,468422,VAIKKOM
07/08/2023,W-730,7500000,WF,WF 484827,484827,PAYYANUR
07/08/2023,W-730,500000,WE,WE 111920,111920,CHITTUR
07/08/2023,W-730,100000,WA,WA 566665,566665,WAYANADU
07/08/2023,W-730,100000,WB,WB 723115,723115,VADAKARA
07/08/2023,W-730,100000,WC,WC 844636,844636,MALAPPURAM
07/08/2023,W-730,100000,WD,WD 265818,265818,IDUKKI
07/08/2023,W-730,100000,WE,WE 273998,273998,THIRUR
07/08/2023,W-730,100000,WF,WF 263248,263248,KOZHIKKODE
07/08/2023,W-730,100000,WG,WG 540161,540161,ERNAKULAM
07/08/2023,W-730,100000,WH,WH 561630,561630,KANNUR
07/08/2023,W-730,100000,WJ,WJ 865422,865422,ATTINGAL
07/08/2023,W-730,100000,WK,WK 915389,915389,IDUKKI
07/08/2023,W-730,100000,WL,WL 867616,867616,PAYYANUR
07/08/2023,W-730,100000,WM,WM 526920,526920,KAYAMKULAM
14/08/2023,W-731,7500000,WU,WU 917956,917956,KOLLAM
14/08/2023,W-731,500000,WS,WS 226765,226765,THRISSUR
14/08/2023,W-731,100000,WN,WN 215347,215347,ERNAKULAM
14/08/2023,W-731,100000,WO,WO 782540,782540,IRINJALAKUDA
14/08/2023,W-731,100000,WP,WP 763537,763537,NEYYATTINKARA
14/08/2023,W-731,100000,WR,WR 840634,840634,MALAPPURAM
14/08/2023,W-731,100000,WS,WS 587538,587538,WAYANADU
14/08/2023,W-731,100000,WT,WT 201667,201667,KOZHIKKODE
14/08/2023,W-731,100000,WU,WU 852102,852102,KARUNAGAPALLY
14/08/2023,W-731,100000,WV,WV 694115,694115,PATHANAMTHITTA
14/08/2023,W-731,100000,WW,WW 335581,335581,PATTAMBI
14/08/2023,W-731,100000,WX,WX 259790,259790,PATHANAMTHITTA
14/08/2023,W-731,100000,WY,WY 977090,977090,PATTAMBI
14/08/2023,W-731,100000,WZ,WZ 781751,781751,WAYANADU
21/08/2023,W-732,7500000,WG,WG 965359,965359,THIRUR
21/08/2023,W-732,500000,WC,WC 922257,922257,KOLLAM
21/08/2023,W-732,100000,WA,WA 244245,244245,THIRUVANANTHAPURAM
21/08/2023,W-732,100000,WB,WB 738397,738397,IDUKKI
21/08/2023,W-732,100000,WC,WC 596794,596794,KOTTAYAM
21/08/2023,W-732,100000,WD,WD 785224,785224,ERNAKULAM
21/08/2023,W-732,100000,WE,WE 549998,549998,THIRUVANANTHAPURAM
21/08/2023,W-732,100000,WF,WF 634805,634805,KOTTAYAM
21/08/2023,W-732,100000,WG,WG 980707,980707,KOZHIKKODE
21/08/2023,W-732,100000,WH,WH 148517,148517,ERNAKULAM
21/08/2023,W-732,100000,WJ,WJ 580921,580921,ERNAKULAM
21/08/2023,W-732,100000,WK,WK 955117,955117,MANANTHAVADY
21/08/2023,W-732,100000,WL,WL 313094,313094,PATTAMBI
21/08/2023,W-732,100000,WM,WM 198775,198775,IDUKKI
28/08/2023,W-733,7500000,WV,WV 255746,255746,KOLLAM
28/08/2023,W-733,500000,WY,WY 519317,519317,PUNALUR
28/08/2023,W-733,100000,WN,WN 579922,579922,THIRUVANANTHAPURAM
28/08/2023,W-733,100000,WO,WO 547082,547082,MALAPPURAM
28/08/2023,W-733,100000,WP,WP 476602,476602,KOLLAM
28/08/2023,W-733,100000,WR,WR 324140,324140,IRINJALAKUDA
28/08/2023,W-733,100000,WS,WS 561534,561534,KOZHIKKODE
28/08/2023,W-733,100000,WT,WT 534945,534945,CHITTUR
28/08/2023,W-733,100000,WU,WU 704132,704132,THIRUR
28/08/2023,W-733,100000,WV,WV 268363,268363,GURUVAYOOR
28/08/2023,W-733,100000,WW,WW 525943,525943,VADAKARA
28/08/2023,W-733,100000,WX,WX 224700,224700,KOTTAYAM
28/08/2023,W-733,100000,WY,WY 434594,434594,THRISSUR
28/08/2023,W-733,100000,WZ,WZ 156582,156582,KASARAGOD
04/09/2023,W-734,7500000,WG,WG 852356,852356,KAYAMKULAM
04/09/2023,W-734,500000,WK,WK 455547,455547,WAYANADU
04/09/2023,W-734,100000,WA,WA 822770,822770,PALAKKAD
04/09/2023,W-734,100000,WB,WB 996288,996288,ADIMALY
04/09/2023,W-734,100000,WC,WC 858985,858985,KATTAPPANA
04/09/2023,W-734,100000,WD,WD 269806,269806,MOOVATTUPUZHA
04/09/2023,W-734,100000,WE,WE 411068,411068,ERNAKULAM
04/09/2023,W-734,100000,WF,WF 293410,293410,CHITTUR
04/09/2023,W-734,100000,WG,WG 800943,800943,KOZHIKKODE
04/09/2023,W-734,100000,WH,WH 861138,861138,THIRUR
04/09/2023,W-734,100000,WJ,WJ 188761,188761,THIRUVANANTHAPURAM
04/09/2023,W-734,100000,WK,WK 117563,117563,PUNALUR
04/09/2023,W-734,100000,WL,WL 319822,319822,IRINJALAKUDA
04/09/2023,W-734,100000,WM,WM 303246,303246,THIRUVANANTHAPURAM
11/09/2023,W-735,7500000,WV,WV 190927,190927,ERNAKULAM
11/09/2023,W-735,500000,WS,WS 420517,420517,MALAPPURAM
11/09/2023,W-735,100000,WN,WN 923121,923121,KOLLAM
11/09/2023,W-735,100000,WO,WO 229457,229457,KOTTAYAM
11/09/2023,W-735,100000,WP,WP 627983,627983,PATHANAMTHITTA
11/09/2023,W-735,100000,WR,WR 144225,144225,KOLLAM
11/09/2023,W-735,100000,WS,WS 329503,329503,PAYYANUR
11/09/2023,W-735,100000,WT,WT 332550,332550,KANHANGAD
11/09/2023,W-735,100000,WU,WU 244726,244726,PALAKKAD
11/09/2023,W-735,100000,WV,WV 684055,684055,KOLLAM
11/09/2023,W-735,100000,WW,WW 302889,302889,KANNUR
11/09/2023,W-735,100000,WX,WX 305219,305219,KATTAPPANA
11/09/2023,W-735,100000,WY,WY 993686,993686,VADAKARA
11/09/2023,W-735,100000,WZ,WZ 243321,243321,PALAKKAD
18/09/2023,W-736,7500000,WB,WB 322904,322904,IRINJALAKUDA
18/09/2023,W-736,500000,WF,WF 829016,829016,KOTTAYAM
18/09/2023,W-736,100000,WA,WA 217540,217540,THRISSUR
18/09/2023,W-736,100000,WB,WB 828451,828451,KOZHIKKODE
18/09/2023,W-736,100000,WC,WC 625780,625780,KOTTAYAM
18/09/2023,W-736,100000,WD,WD 887011,887011,KARUNAGAPALLY
18/09/2023,W-736,100000,WE,WE 317805,317805,CHITTUR
18/09/2023,W-736,100000,WF,WF 297452,297452,VAIKKOM
18/09/2023,W-736,100000,WG,WG 340096,340096,GURUVAYOOR
18/09/2023,W-736,100000,WH,WH 533946,533946,NEYYATTINKARA
18/09/2023,W-736,100000,WJ,WJ 890803,890803,ATTINGAL
18/09/2023,W-736,100000,WK,WK 979331,979331,CHERTHALA
18/09/2023,W-736,100000,WL,WL 445797,445797,ERNAKULAM
18/09/2023,W-736,100000,WM,WM 697717,697717,VAIKKOM
25/09/2023,W-737,7500000,WO,WO 390862,390862,ERNAKULAM
25/09/2023,W-737,500000,WO,WO 695950,695950,IRINJALAKUDA
25/09/2023,W-737,100000,WN,WN 452617,452617,KANHANGAD
25/09/2023,W-737,100000,WO,WO 144899,144899,THIRUVANANTHAPURAM
25/09/2023,W-737,100000,WP,WP 920743,920743,KASARAGOD
25/09/2023,W-737,100000,WR,WR 150526,150526,KOLLAM
25/09/2023,W-737,100000,WS,WS 945974,945974,ERNAKULAM
25/09/2023,W-737,100000,WT,WT 455174,455174,GURUVAYOOR
25/09/2023,W-737,100000,WU,WU 473052,473052,THIRUVANANTHAPURAM
25/09/2023,W-737,100000,WV,WV 492472,492472,PUNALUR
25/09/2023,W-737,100000,WW,WW 956716,956716,KOTTAYAM
25/09/2023,W-737,100000,WX,WX 129053,129053,KANHANGAD
25/09/2023,W-737,100000,WY,WY 489775,489775,CHITTUR
25/09/2023,W-737,100000,WZ,WZ 184940,184940,KOTTAYAM
09/10/2023,W-738,7500000,WG,WG 929441,929441,VAIKKOM
09/10/2023,W-738,500000,WH,WH 935083,935083,THRISSUR
09/10/2023,W-738,100000,WA,WA 859287,859287,KOLLAM
09/10/2023,W-738,100000,WB,WB 475529,475529,ERNAKULAM
09/10/2023,W-738,100000,WC,WC 888218,888218,ADIMALY
09/10/2023,W-738,100000,WD,WD 821273,821273,KOTTAYAM
09/10/2023,W-738,100000,WE,WE 697558,697558,VADAKARA
09/10/2023,W-738,100000,WF,WF 659185,659185,CHERTHALA
09/10/2023,W-738,100000,WG,WG 960791,960791,KOLLAM
09/10/2023,W-738,100000,WH,WH 304095,304095,THRISSUR
09/10/2023,W-738,100000,WJ,WJ 276996,276996,THIRUR
09/10/2023,W-738,100000,WK,WK 341239,341239,KOZHIKKODE
09/10/2023,W-738,100000,WL,WL 742313,742313,PAYYANUR
09/10/2023,W-738,100000,WM,WM 228819,228819,KOLLAM
16/10/2023,W-739,7500000,WX,WX 250899,250899,ALAPPUZHA
16/10/2023,W-739,500000,WP,WP 500658,500658,KOTTAYAM
16/10/2023,W-739,100000,WN,WN 656212,656212,KATTAPPANA
16/10/2023,W-739,100000,WO,WO 762693,762693,KOTTAYAM
16/10/2023,W-739,100000,WP,WP 716080,716080,PUNALUR
16/10/2023,W-739,100000,WR,WR 669066,669066,VADAKARA
16/10/2023,W-739,100000,WS,WS 812026,812026,KASARAGOD
16/10/2023,W-739,100000,WT,WT 249657,249657,ALAPPUZHA
16/10/2023,W-739,100000,WU,WU 651634,651634,IRINJALAKUDA
16/10/2023,W-739,100000,WV,WV 646887,646887,KOZHIKKODE
16/10/2023,W-739,100000,WW,WW 249971,249971,ALAPPUZHA
16/10/2023,W-739,100000,WX,WX 318393,318393,GURUVAYOOR
16/10/2023,W-739,100000,WY,WY 915067,915067,NEYYATTINKARA
16/10/2023,W-739,100000,WZ,WZ 266408,266408,THIRUVANANTHAPURAM
23/10/2023,W-740,7500000,WD,WD 824552,824552,KARUNAGAPALLY
23/10/2023,W-740,500000,WH,WH 146726,146726,ERNAKULAM
23/10/2023,W-740,100000,WA,WA 775273,775273,KOLLAM
23/10/2023,W-740,100000,WB,WB 176264,176264,KASARAGOD
23/10/2023,W-740,100000,WC,WC 967439,967439,IDUKKI
23/10/2023,W-740,100000,WD,WD 374537,374537,IDUKKI
23/10/2023,W-740,100000,WE,WE 466725,466725,GURUVAYOOR
23/10/2023,W-740,100000,WF,WF 232547,232547,KOLLAM
23/10/2023,W-740,100000,WG,WG 532239,532239,PATTAMBI
23/10/2023,W-740,100000,WH,WH 225095,225095,PALAKKAD
23/10/2023,W-740,100000,WJ,WJ 609257,609257,ALAPPUZHA
23/10/2023,W-740,100000,WK,WK 564308,564308,KAYAMKULAM
23/10/2023,W-740,100000,WL,WL 913917,913917,ERNAKULAM
23/10/2023,W-740,100000,WM,WM 566736,566736,KAYAMKULAM
30/10/2023,W-741,7500000,WT,WT 465665,465665,KOLLAM
30/10/2023,W-741,500000,WW,WW 556581,556581,IDUKKI
30/10/2023,W-741,100000,WN,WN 509718,509718,PATTAMBI
30/10/2023,W-741,100000,WO,WO 561932,561932,KOTTAYAM
30/10/2023,W-741,100000,WP,WP 978409,978409,PATHANAMTHITTA
30/10/2023,W-741,100000,WR,WR 615579,615579,ERNAKULAM
30/10/2023,W-741,100000,WS,WS 976062,976062,KOZHIKKODE
30/10/2023,W-741,100000,WT,WT 976285,976285,KOZHIKKODE
30/10/2023,W-741,100000,WU,WU 843929,843929,KATTAPPANA
30/10/2023,W-741,100000,WV,WV 754755,754755,PATTAMBI
30/10/2023,W-741,100000,WW,WW 937280,937280,ERNAKULAM
30/10/2023,W-741,100000,WX,WX 294926,294926,VAIKKOM
30/10/2023,W-741,100000,WY,WY 569023,569023,ALAPPUZHA
30/10/2023,W-741,100000,WZ,WZ 611295,611295,THRISSUR
06/11/2023,W-742,7500000,WG,WG 596004,596004,KOTTAYAM
06/11/2023,W-742,500000,WB,WB 349541,349541,WAYANADU
06/11/2023,W-742,100000,WA,WA 696642,696642,CHERTHALA
06/11/2023,W-742,100000,WB,WB 656931,656931,ATTINGAL
06/11/2023,W-742,100000,WC,WC 575586,575586,PALAKKAD
06/11/2023,W-742,100000,WD,WD 214403,214403,KASARAGOD
06/11/2023,W-742,100000,WE,WE 849239,849239,ALAPPUZHA
06/11/2023,W-742,100000,WF,WF 393563,393563,KOLLAM
06/11/2023,W-742,100000,WG,WG 384287,384287,KANNUR
06/11/2023,W-742,100000,WH,WH 737911,737911,VADAKARA
06/11/2023,W-742,100000,WJ,WJ 494011,494011,IRINJALAKUDA
06/11/2023,W-742,100000,WK,WK 991757,991757,MANANTHAVADY
06/11/2023,W-742,100000,WL,WL 566373,566373,MOOVATTUPUZHA
06/11/2023,W-742,100000,WM,WM 587560,587560,KOZHIKKODE
13/11/2023,W-743,7500000,WS,WS 695529,695529,ATTINGAL
13/11/2023,W-743,500000,WT,WT 307958,307958,ADIMALY
13/11/2023,W-743,100000,WN,WN 563602,563602,ERNAKULAM
13/11/2023,W-743,100000,WO,WO 255440,255440,ERNAKULAM
13/11/2023,W-743,100000,WP,WP 553148,553148,MALAPPURAM
13/11/2023,W-743,100000,WR,WR 216159,216159,THRISSUR
13/11/2023,W-743,100000,WS,WS 537346,537346,MOOVATTUPUZHA
13/11/2023,W-743,100000,WT,WT 673209,673209,ERNAKULAM
13/11/2023,W-743,100000,WU,WU 597660,597660,KOZHIKKODE
13/11/2023,W-743,100000,WV,WV 144540,144540,KANNUR
13/11/2023,W-743,100000,WW,WW 775209,775209,VAIKKOM
13/11/2023,W-743,100000,WX,WX 675479,675479,ERNAKULAM
13/11/2023,W-743,100000,WY,WY 932177,932177,PALAKKAD
13/11/2023,W-743,100000,WZ,WZ 113596,113596,KAYAMKULAM
20/11/2023,W-744,7500000,WL,WL 627833,627833,THRISSUR
20/11/2023,W-744,500000,WA,WA 246650,246650,KANNUR
20/11/2023,W-744,100000,WA,WA 733253,733253,ATTINGAL
20/11/2023,W-744,100000,WB,WB 774047,774047,PALAKKAD
20/11/2023,W-744,100000,WC,WC 290944,290944,MOOVATTUPUZHA
20/11/2023,W-744,100000,WD,WD 104855,104855,THIRUR
20/11/2023,W-744,100000,WE,WE 335268,335268,IRINJALAKUDA
20/11/2023,W-744,100000,WF,WF 816888,816888,THIRUVANANTHAPURAM
20/11/2023,W-744,100000,WG,WG 515978,515978,PATTAMBI
20/11/2023,W-744,100000,WH,WH 740331,740331,KAYAMKULAM
20/11/2023,W-744,100000,WJ,WJ 349575,349575,ALAPPUZHA
20/11/2023,W-744,100000,WK,WK 972920,972920,PAYYANUR
20/11/2023,W-744,100000,WL,WL 235661,235661,ALAPPUZHA
20/11/2023,W-744,100000,WM,WM 752212,752212,ADOOR
27/11/2023,W-745,7500000,WS,WS 744599,744599,THIRUVANANTHAPURAM
27/11/2023,W-745,500000,WN,WN 829417,829417,THRISSUR
27/11/2023,W-745,100000,WN,WN 172703,172703,ERNAKULAM
27/11/2023,W-745,100000,WO,WO 962717,962717,PALAKKAD
27/11/2023,W-745,100000,WP,WP 107857,107857,PALAKKAD
27/11/2023,W-745,100000,WR,WR 120445,120445,CHITTUR
27/11/2023,W-745,100000,WS,WS 697465,697465,THRISSUR
27/11/2023,W-745,100000,WT,WT 162159,162159,KOTTAYAM
27/11/2023,W-745,100000,WU,WU 240217,240217,ADIMALY
27/11/2023,W-745,100000,WV,WV 979032,979032,KOTTAYAM
27/11/2023,W-745,100000,WW,WW 251920,251920,KOTTAYAM
27/11/2023,W-745,100000,WX,WX 167866,167866,ERNAKULAM
27/11/2023,W-745,100000,WY,WY 402734,402734,KOLLAM
27/11/2023,W-745,100000,WZ,WZ 666981,666981,VAIKKOM
04/12/2023,W-746,7500000,WJ,WJ 556511,556511,ERNAKULAM
04/12/2023,W-746,500000,WJ,WJ 339137,339137,KOLLAM
04/12/2023,W-746,100000,WA,WA 701995,701995,MALAPPURAM
04/12/2023,W-746,100000,WB,WB 965470,965470,THIRUR
04/12/2023,W-746,100000,WC,WC 171506,171506,MALAPPURAM
04/12/2023,W-746,100000,WD,WD 662254,662254,MOOVATTUPUZHA
04/12/2023,W-746,100000,WE,WE 549670,549670,MOOVATTUPUZHA
04/12/2023,W-746,100000,WF,WF 892666,892666,THIRUR
04/12/2023,W-746,100000,WG,WG 592921,592921,PALAKKAD
04/12/2023,W-746,100000,WH,WH 702736,702736,MALAPPURAM
04/12/2023,W-746,100000,WJ,WJ 601573,601573,IDUKKI
04/12/2023,W-746,100000,WK,WK 292090,292090,IRINJALAKUDA
04/12/2023,W-746,100000,WL,WL 326671,326671,NEYYATTINKARA
04/12/2023,W-746,100000,WM,WM 505772,505772,KOTTAYAM
11/12/2023,W-747,7500000,WS,WS 633441,633441,IDUKKI
11/12/2023,W-747,500000,WR,WR 670156,670156,CHITTUR
11/12/2023,W-747,100000,WN,WN 222017,222017,KASARAGOD
11/12/2023,W-747,100000,WO,WO 484754,484754,THIRUR
11/12/2023,W-747,100000,WP,WP 420309,420309,WAYANADU
11/12/2023,W-747,100000,WR,WR 975167,975167,THAMARASSERY
11/12/2023,W-747,100000,WS,WS 848271,848271,PAYYANUR
11/12/2023,W-747,100000,WT,WT 171197,171197,PALAKKAD
11/12/2023,W-747,100000,WU,WU 875283,875283,CHERTHALA
11/12/2023,W-747,100000,WV,WV 478505,478505,THAMARASSERY
11/12/2023,W-747,100000,WW,WW 920617,920617,THIRUVANANTHAPURAM
11/12/2023,W-747,100000,WX,WX 901079,901079,KASARAGOD
11/12/2023,W-747,100000,WY,WY 227822,227822,THRISSUR
11/12/2023,W-747,100000,WZ,WZ 571947,571947,KOTTAYAM
18/12/2023,W-748,7500000,WC,WC 648063,648063,VAIKKOM
18/12/2023,W-748,500000,WG,WG 274641,274641,CHITTUR
18/12/2023,W-748,100000,WA,WA 322423,322423,THIRUR
18/12/2023,W-748,100000,WB,WB 448615,448615,CHITTUR
18/12/2023,W-748,100000,WC,WC 677172,677172,KASARAGOD
18/12/2023,W-748,100000,WD,WD 217676,217676,KOLLAM
18/12/2023,W-748,100000,WE,WE 132210,132210,VAIKKOM
18/12/2023,W-748,100000,WF,WF 835365,835365,ALAPPUZHA
18/12/2023,W-748,100000,WG,WG 856688,856688,KATTAPPANA
18/12/2023,W-748,100000,WH,WH 392866,392866,THIRUVANANTHAPURAM
18/12/2023,W-748,100000,WJ,WJ 944013,944013,MANANTHAVADY
18/12/2023,W-748,100000,WK,WK 630157,630157,THRISSUR
18/12/2023,W-748,100000,WL,WL 792075,792075,KASARAGOD
18/12/2023,W-748,100000,WM,WM 366768,366768,PALAKKAD
25/12/2023,W-749,7500000,WW,WW 827010,827010,CHITTUR
25/12/2023,W-749,500000,WX,WX 725011,725011,MANANTHAVADY
25/12/2023,W-749,100000,WN,WN 855402,855402,VADAKARA
25/12/2023,W-749,100000,WO,WO 687421,687421,PALAKKAD
25/12/2023,W-749,100000,WP,WP 205624,205624,THIRUVANANTHAPURAM
25/12/2023,W-749,100000,WR,WR 527450,527450,KARUNAGAPALLY
25/12/2023,W-749,100000,WS,WS 444166,444166,KOTTAYAM
25/12/2023,W-749,100000,WT,WT 235008,235008,ERNAKULAM
25/12/2023,W-749,100000,WU,WU 813445,813445,PATHANAMTHITTA
25/12/2023,W-749,100000,WV,WV 372352,372352,KOTTAYAM
25/12/2023,W-749,100000,WW,WW 490027,490027,CHITTUR
25/12/2023,W-749,100000,WX,WX 763949,763949,IRINJALAKUDA
25/12/2023,W-749,100000,WY,WY 478811,478811,IRINJALAKUDA
25/12/2023,W-749,100000,WZ,WZ 587672,587672,KOTTAYAM
01/01/2024,W-750,7500000,WJ,WJ 265900,265900,IDUKKI
01/01/2024,W-750,500000,WM,WM 364706,364706,ERNAKULAM
01/01/2024,W-750,100000,WA,WA 650017,650017,ALAPPUZHA
01/01/2024,W-750,100000,WB,WB 674517,674517,VAIKKOM
01/01/2024,W-750,100000,WC,WC 807570,807570,CHITTUR
01/01/2024,W-750,100000,WD,WD 381954,381954,KOLLAM
01/01/2024,W-750,100000,WE,WE 587655,587655,KOZHIKKODE
01/01/2024,W-750,100000,WF,WF 681676,681676,PUNALUR
01/01/2024,W-750,100000,WG,WG 549383,549383,KOLLAM
01/01/2024,W-750,100000,WH,WH 623633,623633,PALAKKAD
01/01/2024,W-750,100000,WJ,WJ 196488,196488,THRISSUR
01/01/2024,W-750,100000,WK,WK 379804,379804,KASARAGOD
01/01/2024,W-750,100000,WL,WL 754793,754793,KOLLAM
01/01/2024,W-750,100000,WM,WM 198137,198137,THRISSUR
08/01/2024,W-751,7500000,WU,WU 329226,329226,PATTAMBI
08/01/2024,W-751,500000,WR,WR 259061,259061,THIRUVANANTHAPURAM
08/01/2024,W-751,100000,WN,WN 506104,506104,IRINJALAKUDA
08/01/2024,W-751,100000,WO,WO 124766,124766,NEYYATTINKARA
08/01/2024,W-751,100000,WP,WP 282752,282752,CHERTHALA
08/01/2024,W-751,100000,WR,WR 349126,349126,THIRUVANANTHAPURAM
08/01/2024,W-751,100000,WS,WS 790726,790726,THIRUVANANTHAPURAM
