Date,Series,Amount,Serial,SN,Number,Place
01/09/2024,AK-667,100000,AL,AL 678550,678550,GURUVAYOOR
01/09/2024,AK-667,100000,AM,AM 365446,365446,KOZHIKKODE
08/09/2024,AK-668,7000000,AO,AO 240975,240975,THIRUVANANTHAPURAM
08/09/2024,AK-668,500000,AS,AS 524824,524824,VAIKKOM
08/09/2024,AK-668,100000,AN,AN 635197,635197,PALAKKAD
08/09/2024,AK-668,100000,AO,AO 207466,207466,THRISSUR
08/09/2024,AK-668,100000,AP,AP 905771,905771,ATTINGAL
08/09/2024,AK-668,100000,AR,AR 788503,788503,KOTTAYAM
08/09/2024,AK-668,100000,AS,AS 164157,164157,THIRUVANANTHAPURAM
08/09/2024,AK-668,100000,AT,AT 674995,674995,KOZHIKKODE
08/09/2024,AK-668,100000,AU,AU 148430,148430,ERNAKULAM
08/09/2024,AK-668,100000,AV,AV 265773,265773,KARUNAGAPALLY
08/09/2024,AK-668,100000,AW,AW 950936,950936,KOLLAM
08/09/2024,AK-668,100000,AX,AX 753659,753659,PAYYANUR
08/09/2024,AK-668,100000,AY,AY 909040,909040,KAYAMKULAM
08/09/2024,AK-668,100000,AZ,AZ 957418,957418,IDUKKI
22/09/2024,AK-669,7000000,AM,AM 637750,637750,PATHANAMTHITTA
22/09/2024,AK-669,500000,AC,AC 322346,322346,THAMARASSERY
22/09/2024,AK-669,100000,AA,AA 189913,189913,ERNAKULAM
22/09/2024,AK-669,100000,AB,AB 155462,155462,PALAKKAD
22/09/2024,AK-669,100000,AC,AC 800783,800783,IDUKKI
22/09/2024,AK-669,100000,AD,AD 200550,200550,ALAPPUZHA
22/09/2024,AK-669,100000,AE,AE 393947,393947,THIRUVANANTHAPURAM
22/09/2024,AK-669,100000,AF,AF 984545,984545,THAMARASSERY
22/09/2024,AK-669,100000,AG,AG 322019,322019,THAMARASSERY
22/09/2024,AK-669,100000,AH,AH 253900,253900,PALAKKAD
22/09/2024,AK-669,100000,AJ,AJ 613696,613696,KANNUR
22/09/2024,AK-669,100000,AK,AK 317264,317264,CHITTUR
22/09/2024,AK-669,100000,AL,AL 820586,820586,PALAKKAD
22/09/2024,AK-669,100000,AM,AM 608768,608768,IDUKKI
29/09/2024,AK-670,7000000,AV,AV 681579,681579,NEYYATTINKARA
29/09/2024,AK-670,500000,AY,AY 109468,109468,NEYYATTINKARA
29/09/2024,AK-670,100000,AN,AN 349488,349488,MALAPPURAM
29/09/2024,AK-670,100000,AO,AO 357040,357040,ERNAKULAM
29/09/2024,AK-670,100000,AP,AP 709705,709705,IRINJALAKUDA
29/09/2024,AK-670,100000,AR,AR 164901,164901,KOZHIKKODE
29/09/2024,AK-670,100000,AS,AS 868450,868450,THIRUR
29/09/2024,AK-670,100000,AT,AT 391883,391883,PALAKKAD
29/09/2024,AK-670,100000,AU,AU 241621,241621,ERNAKULAM
29/09/2024,AK-670,100000,AV,AV 208873,208873,KOLLAM
29/09/2024,AK-670,100000,AW,AW 993057,993057,VADAKARA
29/09/2024,AK-670,100000,AX,AX 496561,496561,NEYYATTINKARA
29/09/2024,AK-670,100000,AY,AY 393644,393644,PALAKKAD
29/09/2024,AK-670,100000,AZ,AZ 238246,238246,ERNAKULAM
06/10/2024,AK-671,7000000,AH,AH 485746,485746,IDUKKI
06/10/2024,AK-671,500000,AF,AF 224093,224093,KOLLAM
06/10/2024,AK-671,100000,AA,AA 149920,149920,KOTTAYAM
06/10/2024,AK-671,100000,AB,AB 606411,606411,ALAPPUZHA
06/10/2024,AK-671,100000,AC,AC 972545,972545,VAIKKOM
06/10/2024,AK-671,100000,AD,AD 543766,543766,THIRUVANANTHAPURAM
06/10/2024,AK-671,100000,AE,AE 379311,379311,ERNAKULAM
06/10/2024,AK-671,100000,AF,AF 665260,665260,NEYYATTINKARA
06/10/2024,AK-671,100000,AG,AG 831190,831190,PALAKKAD
06/10/2024,AK-671,100000,AH,AH 214402,214402,THRISSUR
06/10/2024,AK-671,100000,AJ,AJ 670190,670190,VAIKKOM
06/10/2024,AK-671,100000,AK,AK 957041,957041,KARUNAGAPALLY
06/10/2024,AK-671,100000,AL,AL 115812,115812,VAIKKOM
06/10/2024,AK-671,100000,AM,AM 629763,629763,IDUKKI
13/10/2024,AK-672,7000000,AN,AN 127562,127562,VAIKKOM
13/10/2024,AK-672,500000,AV,AV 474684,474684,ERNAKULAM
13/10/2024,AK-672,100000,AN,AN 348302,348302,THIRUVANANTHAPURAM
13/10/2024,AK-672,100000,AO,AO 998529,998529,PATHANAMTHITTA
13/10/2024,AK-672,100000,AP,AP 114473,114473,MANANTHAVADY
13/10/2024,AK-672,100000,AR,AR 273183,273183,CHITTUR
13/10/2024,AK-672,100000,AS,AS 758402,758402,ALAPPUZHA
13/10/2024,AK-672,100000,AT,AT 370511,370511,ERNAKULAM
13/10/2024,AK-672,100000,AU,AU 928791,928791,THAMARASSERY
13/10/2024,AK-672,100000,AV,AV 717115,717115,THRISSUR
13/10/2024,AK-672,100000,AW,AW 299956,299956,CHERTHALA
13/10/2024,AK-672,100000,AX,AX 179953,179953,WAYANADU
13/10/2024,AK-672,100000,AY,AY 111910,111910,NEYYATTINKARA
13/10/2024,AK-672,100000,AZ,AZ 833984,833984,MALAPPURAM
20/10/2024,AK-673,7000000,AE,AE 909787,909787,THIRUVANANTHAPURAM
20/10/2024,AK-673,500000,AL,AL 985055,985055,PAYYANUR
20/10/2024,AK-673,100000,AA,AA 168515,168515,THRISSUR
20/10/2024,AK-673,100000,AB,AB 494234,494234,MOOVATTUPUZHA
20/10/2024,AK-673,100000,AC,AC 972964,972964,VADAKARA
20/10/2024,AK-673,100000,AD,AD 445449,445449,PATTAMBI
20/10/2024,AK-673,100000,AE,AE 765097,765097,CHITTUR
20/10/2024,AK-673,100000,AF,AF 182485,182485,KOTTAYAM
20/10/2024,AK-673,100000,AG,AG 739490,739490,GURUVAYOOR
20/10/2024,AK-673,100000,AH,AH 705685,705685,PATTAMBI
20/10/2024,AK-673,100000,AJ,AJ 444950,444950,PATTAMBI
20/10/2024,AK-673,100000,AK,AK 921535,921535,KOLLAM
20/10/2024,AK-673,100000,AL,AL 146856,146856,THIRUVANANTHAPURAM
20/10/2024,AK-673,100000,AM,AM 142624,142624,THIRUVANANTHAPURAM
27/10/2024,AK-674,7000000,AO,AO 432099,432099,WAYANADU
27/10/2024,AK-674,500000,AY,AY 365962,365962,ALAPPUZHA
27/10/2024,AK-674,100000,AN,AN 860081,860081,KAYAMKULAM
27/10/2024,AK-674,100000,AO,AO 795606,795606,KOLLAM
27/10/2024,AK-674,100000,AP,AP 145482,145482,ERNAKULAM
27/10/2024,AK-674,100000,AR,AR 172443,172443,PALAKKAD
27/10/2024,AK-674,100000,AS,AS 267930,267930,MANANTHAVADY
27/10/2024,AK-674,100000,AT,AT 267965,267965,MANANTHAVADY
27/10/2024,AK-674,100000,AU,AU 285157,285157,CHITTUR
27/10/2024,AK-674,100000,AV,AV 801545,801545,KASARAGOD
27/10/2024,AK-674,100000,AW,AW 983492,983492,IDUKKI
27/10/2024,AK-674,100000,AX,AX 824799,824799,THRISSUR
27/10/2024,AK-674,100000,AY,AY 955397,955397,ADIMALY
27/10/2024,AK-674,100000,AZ,AZ 989267,989267,THIRUR
03/11/2024,AK-675,7000000,AC,AC 507742,507742,IRINJALAKUDA
03/11/2024,AK-675,500000,AC,AC 550384,550384,ERNAKULAM
03/11/2024,AK-675,100000,AA,AA 586556,586556,KOTTAYAM
03/11/2024,AK-675,100000,AB,AB 234782,234782,KOZHIKKODE
03/11/2024,AK-675,100000,AC,AC 130416,130416,THIRUR
03/11/2024,AK-675,100000,AD,AD 551211,551211,ERNAKULAM
03/11/2024,AK-675,100000,AE,AE 973191,973191,IRINJALAKUDA
03/11/2024,AK-675,100000,AF,AF 738537,738537,ERNAKULAM
03/11/2024,AK-675,100000,AG,AG 189480,189480,KANNUR
03/11/2024,AK-675,100000,AH,AH 249783,249783,THRISSUR
03/11/2024,AK-675,100000,AJ,AJ 504677,504677,IRINJALAKUDA
03/11/2024,AK-675,100000,AK,AK 675000,675000,KOTTAYAM
03/11/2024,AK-675,100000,AL,AL 492492,492492,CHERTHALA
03/11/2024,AK-675,100000,AM,AM 883519,883519,GURUVAYOOR
10/11/2024,AK-676,7000000,AR,AR 117591,117591,MANANTHAVADY
10/11/2024,AK-676,500000,AP,AP 625333,625333,ALAPPUZHA
10/11/2024,AK-676,100000,AN,AN 325264,325264,IRINJALAKUDA
10/11/2024,AK-676,100000,AO,AO 845519,845519,KARUNAGAPALLY
10/11/2024,AK-676,100000,AP,AP 245305,245305,THRISSUR
10/11/2024,AK-676,100000,AR,AR 690155,690155,KOLLAM
10/11/2024,AK-676,100000,AS,AS 568385,568385,KOTTAYAM
10/11/2024,AK-676,100000,AT,AT 615615,615615,THRISSUR
10/11/2024,AK-676,100000,AU,AU 878392,878392,PUNALUR
10/11/2024,AK-676,100000,AV,AV 946635,946635,ADIMALY
10/11/2024,AK-676,100000,AW,AW 529537,529537,THAMARASSERY
10/11/2024,AK-676,100000,AX,AX 240634,240634,MALAPPURAM
10/11/2024,AK-676,100000,AY,AY 755674,755674,ALAPPUZHA
10/11/2024,AK-676,100000,AZ,AZ 430190,430190,MALAPPURAM
17/11/2024,AK-677,7000000,AE,AE 759139,759139,WAYANADU
17/11/2024,AK-677,500000,AF,AF 760845,760845,WAYANADU
17/11/2024,AK-677,100000,AA,AA 878475,878475,THRISSUR
17/11/2024,AK-677,100000,AB,AB 382357,382357,KANNUR
17/11/2024,AK-677,100000,AC,AC 249668,249668,MALAPPURAM
17/11/2024,AK-677,100000,AD,AD 393585,393585,ALAPPUZHA
17/11/2024,AK-677,100000,AE,AE 253916,253916,THRISSUR
17/11/2024,AK-677,100000,AF,AF 894874,894874,PAYYANUR
17/11/2024,AK-677,100000,AG,AG 719150,719150,PALAKKAD
17/11/2024,AK-677,100000,AH,AH 649832,649832,PAYYANUR
17/11/2024,AK-677,100000,AJ,AJ 370788,370788,MALAPPURAM
17/11/2024,AK-677,100000,AK,AK 206776,206776,THIRUVANANTHAPURAM
17/11/2024,AK-677,100000,AL,AL 181212,181212,PATHANAMTHITTA
17/11/2024,AK-677,100000,AM,AM 233176,233176,ERNAKULAM
24/11/2024,AK-678,7000000,AU,AU 260287,260287,PALAKKAD
24/11/2024,AK-678,500000,AX,AX 933882,933882,ADIMALY
24/11/2024,AK-678,100000,AN,AN 203066,203066,THIRUVANANTHAPURAM
24/11/2024,AK-678,100000,AO,AO 801038,801038,KOTTAYAM
24/11/2024,AK-678,100000,AP,AP 322922,322922,CHITTUR
24/11/2024,AK-678,100000,AR,AR 886234,886234,KANHANGAD
24/11/2024,AK-678,100000,AS,AS 628984,628984,KANNUR
24/11/2024,AK-678,100000,AT,AT 769869,769869,CHITTUR
24/11/2024,AK-678,100000,AU,AU 378075,378075,MALAPPURAM
24/11/2024,AK-678,100000,AV,AV 225499,225499,ERNAKULAM
24/11/2024,AK-678,100000,AW,AW 717194,717194,WAYANADU
24/11/2024,AK-678,100000,AX,AX 240015,240015,KOTTAYAM
24/11/2024,AK-678,100000,AY,AY 879731,879731,KARUNAGAPALLY
24/11/2024,AK-678,100000,AZ,AZ 777564,777564,IDUKKI
01/12/2024,AK-679,7000000,AD,AD 506035,506035,CHITTUR
01/12/2024,AK-679,500000,AL,AL 263557,263557,ERNAKULAM
01/12/2024,AK-679,100000,AA,AA 929448,929448,CHITTUR
01/12/2024,AK-679,100000,AB,AB 403501,403501,PALAKKAD
01/12/2024,AK-679,100000,AC,AC 347057,347057,THIRUVANANTHAPURAM
01/12/2024,AK-679,100000,AD,AD 730487,730487,PUNALUR
01/12/2024,AK-679,100000,AE,AE 163554,163554,ALAPPUZHA
01/12/2024,AK-679,100000,AF,AF 269244,269244,NEYYATTINKARA
01/12/2024,AK-679,100000,AG,AG 755854,755854,WAYANADU
01/12/2024,AK-679,100000,AH,AH 204511,204511,THRISSUR
01/12/2024,AK-679,100000,AJ,AJ 790075,790075,MALAPPURAM
01/12/2024,AK-679,100000,AK,AK 223753,223753,KOLLAM
01/12/2024,AK-679,100000,AL,AL 637546,637546,MOOVATTUPUZHA
01/12/2024,AK-679,100000,AM,AM 303056,303056,THRISSUR
08/12/2024,AK-680,7000000,AU,AU 966347,966347,ERNAKULAM
08/12/2024,AK-680,500000,AW,AW 689346,689346,GURUVAYOOR
08/12/2024,AK-680,100000,AN,AN 677163,677163,KOTTAYAM
08/12/2024,AK-680,100000,AO,AO 880545,880545,PUNALUR
08/12/2024,AK-680,100000,AP,AP 878263,878263,VAIKKOM
08/12/2024,AK-680,100000,AR,AR 680564,680564,NEYYATTINKARA
08/12/2024,AK-680,100000,AS,AS 946474,946474,GURUVAYOOR
08/12/2024,AK-680,100000,AT,AT 801640,801640,KOTTAYAM
08/12/2024,AK-680,100000,AU,AU 742427,742427,VADAKARA
08/12/2024,AK-680,100000,AV,AV 806410,806410,THRISSUR
08/12/2024,AK-680,100000,AW,AW 961580,961580,PAYYANUR
08/12/2024,AK-680,100000,AX,AX 685184,685184,THRISSUR
08/12/2024,AK-680,100000,AY,AY 851567,851567,PATHANAMTHITTA
08/12/2024,AK-680,100000,AZ,AZ 420906,420906,THIRUVANANTHAPURAM
15/12/2024,AK-681,7000000,AH,AH 728864,728864,THIRUVANANTHAPURAM
15/12/2024,AK-681,500000,AE,AE 675158,675158,VADAKARA
15/12/2024,AK-681,100000,AA,AA 628381,628381,KOZHIKKODE
15/12/2024,AK-681,100000,AB,AB 725561,725561,THIRUVANANTHAPURAM
15/12/2024,AK-681,100000,AC,AC 707272,707272,NEYYATTINKARA
15/12/2024,AK-681,100000,AD,AD 705579,705579,ATTINGAL
15/12/2024,AK-681,100000,AE,AE 275913,275913,GURUVAYOOR
15/12/2024,AK-681,100000,AF,AF 678841,678841,CHITTUR
15/12/2024,AK-681,100000,AG,AG 665615,665615,PUNALUR
15/12/2024,AK-681,100000,AH,AH 572901,572901,VAIKKOM
15/12/2024,AK-681,100000,AJ,AJ 494899,494899,KATTAPPANA
15/12/2024,AK-681,100000,AK,AK 949226,949226,GURUVAYOOR
15/12/2024,AK-681,100000,AL,AL 944255,944255,PATHANAMTHITTA
15/12/2024,AK-681,100000,AM,AM 298929,298929,CHITTUR
22/12/2024,AK-682,7000000,AZ,AZ 936651,936651,MALAPPURAM
22/12/2024,AK-682,500000,AT,AT 400779,400779,KASARAGOD
22/12/2024,AK-682,100000,AN,AN 272776,272776,NEYYATTINKARA
22/12/2024,AK-682,100000,AO,AO 648406,648406,KOLLAM
22/12/2024,AK-682,100000,AP,AP 193947,193947,PALAKKAD
22/12/2024,AK-682,100000,AR,AR 758262,758262,KASARAGOD
22/12/2024,AK-682,100000,AS,AS 793255,793255,KANNUR
22/12/2024,AK-682,100000,AT,AT 576964,576964,KANNUR
22/12/2024,AK-682,100000,AU,AU 220208,220208,KOLLAM
22/12/2024,AK-682,100000,AV,AV 649768,649768,NEYYATTINKARA
22/12/2024,AK-682,100000,AW,AW 643454,643454,KASARAGOD
22/12/2024,AK-682,100000,AX,AX 139226,139226,KAYAMKULAM
22/12/2024,AK-682,100000,AY,AY 428026,428026,ALAPPUZHA
22/12/2024,AK-682,100000,AZ,AZ 477448,477448,IDUKKI
29/12/2024,AK-683,7000000,AE,AE 173765,173765,IDUKKI
29/12/2024,AK-683,500000,AG,AG 878829,878829,NEYYATTINKARA
29/12/2024,AK-683,100000,AA,AA 190746,190746,ERNAKULAM
29/12/2024,AK-683,100000,AB,AB 322826,322826,ATTINGAL
29/12/2024,AK-683,100000,AC,AC 897137,897137,PUNALUR
29/12/2024,AK-683,100000,AD,AD 806812,806812,WAYANADU
29/12/2024,AK-683,100000,AE,AE 747514,747514,KOTTAYAM
29/12/2024,AK-683,100000,AF,AF 774720,774720,THRISSUR
29/12/2024,AK-683,100000,AG,AG 255842,255842,KOLLAM
29/12/2024,AK-683,100000,AH,AH 895211,895211,GURUVAYOOR
29/12/2024,AK-683,100000,AJ,AJ 377318,377318,WAYANADU
29/12/2024,AK-683,100000,AK,AK 530299,530299,PUNALUR
29/12/2024,AK-683,100000,AL,AL 905442,905442,KARUNAGAPALLY
29/12/2024,AK-683,100000,AM,AM 769328,769328,KANNUR
05/01/2025,AK-684,7000000,AO,AO 840995,840995,KATTAPPANA
05/01/2025,AK-684,500000,AU,AU 206724,206724,KANNUR
05/01/2025,AK-684,100000,AN,AN 319662,319662,NEYYATTINKARA
05/01/2025,AK-684,100000,AO,AO 695122,695122,MOOVATTUPUZHA
05/01/2025,AK-684,100000,AP,AP 250782,250782,PALAKKAD
05/01/2025,AK-684,100000,AR,AR 659392,659392,PATTAMBI
05/01/2025,AK-684,100000,AS,AS 865122,865122,THIRUR
05/01/2025,AK-684,100000,AT,AT 437263,437263,KOTTAYAM
05/01/2025,AK-684,100000,AU,AU 672821,672821,VAIKKOM
05/01/2025,AK-684,100000,AV,AV 679875,679875,IRINJALAKUDA
05/01/2025,AK-684,100000,AW,AW 947467,947467,THIRUVANANTHAPURAM
05/01/2025,AK-684,100000,AX,AX 880142,880142,KAYAMKULAM
05/01/2025,AK-684,100000,AY,AY 575389,575389,MOOVATTUPUZHA
05/01/2025,AK-684,100000,AZ,AZ 941317,941317,IRINJALAKUDA
12/01/2025,AK-685,7000000,AB,AB 846639,846639,PAYYANUR
12/01/2025,AK-685,500000,AH,AH 243577,243577,KOTTAYAM
12/01/2025,AK-685,100000,AA,AA 196854,196854,KOLLAM
12/01/2025,AK-685,100000,AB,AB 838400,838400,KOLLAM
12/01/2025,AK-685,100000,AC,AC 745225,745225,PUNALUR
12/01/2025,AK-685,100000,AD,AD 622450,622450,KOZHIKKODE
12/01/2025,AK-685,100000,AE,AE 129668,129668,KAYAMKULAM
12/01/2025,AK-685,100000,AF,AF 115526,115526,PATTAMBI
12/01/2025,AK-685,100000,AG,AG 659827,659827,THAMARASSERY
12/01/2025,AK-685,100000,AH,AH 715095,715095,KARUNAGAPALLY
12/01/2025,AK-685,100000,AJ,AJ 303880,303880,KOLLAM
12/01/2025,AK-685,100000,AK,AK 692810,692810,MOOVATTUPUZHA
12/01/2025,AK-685,100000,AL,AL 579215,579215,KOZHIKKODE
12/01/2025,AK-685,100000,AM,AM 889232,889232,GURUVAYOOR
29/01/2025,FF-127,10000000,FD,FD 378982,378982,KOZHIKKODE
29/01/2025,FF-127,1000000,FH,FH 622208,622208,ALAPPUZHA
22/01/2025,FF-126,10000000,FU,FU 761270,761270,VADAKARA
22/01/2025,FF-126,1000000,FU,FU 235174,235174,THIRUVANANTHAPURAM
15/01/2025,FF-125,10000000,FA,FA 753116,753116,VAIKKOM
15/01/2025,FF-125,1000000,FF,FF 781922,781922,THRISSUR
08/01/2025,FF-124,10000000,FO,FO 303156,303156,GURUVAYOOR
08/01/2025,FF-124,1000000,FW,FW 792121,792121,ADOOR
01/01/2025,FF-123,10000000,FF,FF 379675,379675,PALAKKAD
01/01/2025,FF-123,1000000,FA,FA 847665,847665,THAMARASSERY
25/12/2024,FF-122,10000000,FX,FX 105427,105427,NEYYATTINKARA
25/12/2024,FF-122,1000000,FZ,FZ 378422,378422,ERNAKULAM
18/12/2024,FF-121,10000000,FC,FC 728408,728408,THIRUR
18/12/2024,FF-121,1000000,FG,FG 390551,390551,THIRUVANANTHAPURAM
11/12/2024,FF-120,10000000,FP,FP 701324,701324,THRISSUR
11/12/2024,FF-120,1000000,FX,FX 507740,507740,MOOVATTUPUZHA
27/11/2024,FF-119,10000000,FG,FG 574899,574899,KAYAMKULAM
27/11/2024,FF-119,1000000,FM,FM 606716,606716,ALAPPUZHA
20/11/2024,FF-118,10000000,FY,FY 429216,429216,ERNAKULAM
20/11/2024,FF-118,1000000,FT,FT 654462,654462,PATTAMBI
13/11/2024,FF-117,10000000,FC,FC 824838,824838,KOLLAM
13/11/2024,FF-117,1000000,FH,FH 797673,797673,MALAPPURAM
06/11/2024,FF-116,10000000,FU,FU 167165,167165,ERNAKULAM
06/11/2024,FF-116,1000000,FV,FV 804207,804207,ERNAKULAM
30/10/2024,FF-115,10000000,FF,FF 314374,314374,PAYYANUR
30/10/2024,FF-115,1000000,FJ,FJ 820862,820862,MANANTHAVADY
23/10/2024,FF-114,10000000,FY,FY 180542,180542,PALAKKAD
23/10/2024,FF-114,1000000,FZ,FZ 624705,624705,PALAKKAD
16/10/2024,FF-113,10000000,FC,FC 478593,478593,THIRUR
16/10/2024,FF-113,1000000,FF,FF 731406,731406,ERNAKULAM
25/09/2024,FF-112,10000000,FU,FU 212949,212949,ERNAKULAM
25/09/2024,FF-112,1000000,FV,FV 354545,354545,THIRUVANANTHAPURAM
18/09/2024,FF-111,10000000,FJ,FJ 706001,706001,PUNALUR
18/09/2024,FF-111,1000000,FL,FL 323914,323914,PATTAMBI
11/09/2024,FF-110,10000000,FT,FT 809978,809978,MOOVATTUPUZHA
11/09/2024,FF-110,1000000,FR,FR 372234,372234,PALAKKAD
04/09/2024,FF-109,10000000,FH,FH 298935,298935,VAIKKOM
04/09/2024,FF-109,1000000,FG,FG 809674,809674,NEYYATTINKARA
28/08/2024,FF-108,10000000,FW,FW 188982,188982,ERNAKULAM
28/08/2024,FF-108,1000000,FP,FP 734450,734450,PUNALUR
21/08/2024,FF-107,10000000,FL,FL 427542,427542,PALAKKAD
21/08/2024,FF-107,1000000,FM,FM 116938,116938,IRINJALAKUDA
14/08/2024,FF-106,10000000,FY,FY 473769,473769,MALAPPURAM
14/08/2024,FF-106,1000000,FT,FT 245748,245748,KATTAPPANA
07/08/2024,FF-105,10000000,FB,FB 338038,338038,KANNUR
07/08/2024,FF-105,1000000,FK,FK 118933,118933,CHITTUR
24/07/2024,FF-104,10000000,FT,FT 506060,506060,KATTAPPANA
24/07/2024,FF-104,1000000,FN,FN 110573,110573,CHERTHALA
17/07/2024,FF-103,10000000,FJ,FJ 230272,230272,ERNAKULAM
17/07/2024,FF-103,1000000,FB,FB 221220,221220,KANNUR
10/07/2024,FF-102,10000000,FZ,FZ 485553,485553,PATTAMBI
10/07/2024,FF-102,1000000,FV,FV 506737,506737,KATTAPPANA
03/07/2024,FF-101,10000000,FH,FH 236912,236912,THIRUVANANTHAPURAM
03/07/2024,FF-101,1000000,FH,FH 651245,651245,VAIKKOM
26/06/2024,FF-100,10000000,FW,FW 745885,745885,KARUNAGAPALLY
26/06/2024,FF-100,1000000,FN,FN 773418,773418,CHITTUR
19/06/2024,FF-99,10000000,FB,FB 425176,425176,PATHANAMTHITTA
19/06/2024,FF-99,1000000,FE,FE 710268,710268,MANANTHAVADY
12/06/2024,FF-98,10000000,FW,FW 626574,626574,KOTTAYAM
12/06/2024,FF-98,1000000,FO,FO 529878,529878,KARUNAGAPALLY
05/06/2024,FF-97,10000000,FF,FF 472138,472138,THIRUVANANTHAPURAM
05/06/2024,FF-97,1000000,FF,FF 601325,601325,MALAPPURAM
22/05/2024,FF-96,10000000,FW,FW 179242,179242,KOZHIKKODE
22/05/2024,FF-96,1000000,FX,FX 578288,578288,PALAKKAD
15/05/2024,FF-95,10000000,FG,FG 348822,348822,THIRUVANANTHAPURAM
15/05/2024,FF-95,1000000,FH,FH 271773,271773,CHITTUR
08/05/2024,FF-94,10000000,FO,FO 606517,606517,KANNUR
08/05/2024,FF-94,1000000,FR,FR 411551,411551,WAYANADU
24/04/2024,FF-93,10000000,FG,FG 500552,500552,KOTTAYAM
24/04/2024,FF-93,1000000,FG,FG 800996,800996,ALAPPUZHA
17/04/2024,FF-92,10000000,FW,FW 239020,239020,KANNUR
17/04/2024,FF-92,1000000,FU,FU 157563,157563,KANNUR
10/04/2024,FF-91,10000000,FC,FC 744948,744948,ATTINGAL
10/04/2024,FF-91,1000000,FB,FB 218198,218198,ALAPPUZHA
03/04/2024,FF-90,10000000,FW,FW 506256,506256,NEYYATTINKARA
03/04/2024,FF-90,1000000,FV,FV 600510,600510,KOLLAM
20/03/2024,FF-89,10000000,FD,FD 813150,813150,NEYYATTINKARA
20/03/2024,FF-89,1000000,FC,FC 234505,234505,KASARAGOD
13/03/2024,FF-88,10000000,FX,FX 263834,263834,KARUNAGAPALLY
13/03/2024,FF-88,1000000,FO,FO 490699,490699,VAIKKOM
06/03/2024,FF-87,10000000,FJ,FJ 209861,209861,ERNAKULAM
06/03/2024,FF-87,1000000,FC,FC 295029,295029,PATTAMBI
28/02/2024,FF-86,10000000,FV,FV 738928,738928,THIRUVANANTHAPURAM
28/02/2024,FF-86,1000000,FR,FR 574179,574179,VADAKARA
21/02/2024,FF-85,10000000,FJ,FJ 295690,295690,ADIMALY
21/02/2024,FF-85,1000000,FC,FC 365096,365096,THRISSUR
14/02/2024,FF-84,10000000,FY,FY 243485,243485,KOTTAYAM
14/02/2024,FF-84,1000000,FW,FW 218308,218308,WAYANADU
07/02/2024,FF-83,10000000,FB,FB 194901,194901,THIRUVANANTHAPURAM
07/02/2024,FF-83,1000000,FE,FE 210867,210867,THRISSUR
31/01/2024,FF-82,10000000,FN,FN 619922,619922,THRISSUR
31/01/2024,FF-82,1000000,FX,FX 441991,441991,WAYANADU
17/01/2024,FF-81,10000000,FK,FK 769255,769255,ERNAKULAM
17/01/2024,FF-81,1000000,FC,FC 181603,181603,WAYANADU
10/01/2024,FF-80,10000000,FP,FP 197551,197551,KOLLAM
10/01/2024,FF-80,1000000,FN,FN 441656,441656,PATHANAMTHITTA
03/01/2024,FF-79,10000000,FH,FH 358882,358882,THIRUVANANTHAPURAM
03/01/2024,FF-79,1000000,FC,FC 249225,249225,THIRUVANANTHAPURAM
27/12/2023,FF-78,10000000,FX,FX 492775,492775,CHITTUR
27/12/2023,FF-78,1000000,FO,FO 295110,295110,CHITTUR
20/12/2023,FF-77,10000000,FH,FH 605976,605976,ERNAKULAM
20/12/2023,FF-77,1000000,FA,FA 118462,118462,KASARAGOD
13/12/2023,FF-76,10000000,FO,FO 787010,787010,CHITTUR
13/12/2023,FF-76,1000000,FX,FX 379715,379715,KANNUR
06/12/2023,FF-75,10000000,FH,FH 500192,500192,KASARAGOD
06/12/2023,FF-75,1000000,FE,FE 563538,563538,KOLLAM
29/11/2023,FF-74,10000000,FU,FU 547717,547717,PALAKKAD
29/11/2023,FF-74,1000000,FS,FS 751658,751658,ERNAKULAM
15/11/2023,FF-73,10000000,FD,FD 772087,772087,THIRUVANANTHAPURAM
15/11/2023,FF-73,1000000,FF,FF 185675,185675,ALAPPUZHA
08/11/2023,FF-72,10000000,FT,FT 302095,302095,KOTTAYAM
08/11/2023,FF-72,1000000,FW,FW 151385,151385,PATHANAMTHITTA
01/11/2023,FF-71,10000000,FA,FA 839068,839068,VADAKARA
01/11/2023,FF-71,1000000,FJ,FJ 776565,776565,THAMARASSERY
25/10/2023,FF-70,10000000,FY,FY 764308,764308,ADIMALY
25/10/2023,FF-70,1000000,FX,FX 531732,531732,THIRUR
18/10/2023,FF-69,10000000,FC,FC 600110,600110,ALAPPUZHA
18/10/2023,FF-69,1000000,FC,FC 589915,589915,IDUKKI
11/10/2023,FF-68,10000000,FT,FT 303966,303966,ERNAKULAM
11/10/2023,FF-68,1000000,FY,FY 592551,592551,KANNUR
04/10/2023,FF-67,10000000,FC,FC 682046,682046,THAMARASSERY
04/10/2023,FF-67,1000000,FC,FC 406243,406243,THIRUVANANTHAPURAM
27/09/2023,FF-66,10000000,FO,FO 435072,435072,THRISSUR
27/09/2023,FF-66,1000000,FZ,FZ 465535,465535,THIRUVANANTHAPURAM
13/09/2023,FF-65,10000000,FL,FL 272581,272581,PATTAMBI
13/09/2023,FF-65,1000000,FK,FK 702262,702262,KOTTAYAM
06/09/2023,FF-64,10000000,FT,FT 603113,603113,KOTTAYAM
06/09/2023,FF-64,1000000,FN,FN 118721,118721,VAIKKOM
